Date,Returns,RF,Excess Returns
2022-06-30,-0.02800010310739931,0.0006,-0.02860010310739931
2022-07-29,0.032373552206745204,0.0008,0.0315735522067452
2022-08-31,-0.029325823935883344,0.0019,-0.031225823935883343
2022-09-30,-0.05255392839539663,0.0019,-0.05445392839539663
2022-10-31,-0.010341745457592477,0.0023,-0.012641745457592477
2022-11-30,0.05178338331275367,0.0029,0.04888338331275367
2022-12-30,-0.004387377233939893,0.0033,-0.007687377233939893
2023-01-31,0.04006805471329433,0.0034999999999999996,0.03656805471329433
2023-02-28,-0.031809480002461976,0.0034000000000000002,-0.035209480002461976
2023-03-31,0.02784273970952822,0.0036,0.02424273970952822
2023-04-28,0.007655876177921073,0.0034999999999999996,0.004155876177921073
2023-05-31,-0.014484748051310392,0.0036,-0.01808474805131039
2023-06-30,0.00411691244677681,0.004,0.00011691244677681026
2023-07-31,0.0034471614779705284,0.0045000000000000005,-0.0010528385220294721
2023-08-31,-0.007768506319230872,0.0045000000000000005,-0.012268506319230873
2023-09-29,-0.026694469307261826,0.0043,-0.030994469307261824
2023-10-31,-0.01872568339144065,0.004699999999999999,-0.02342568339144065
2023-11-30,0.05978249675598857,0.0044,0.05538249675598857
2023-12-29,0.043353059882547784,0.0043,0.039053059882547786
